class,x,y
1,0.27153,0.75072
1,0.25018,-0.086047
3,-2.2493,-0.039893
2,0.36547,-1.096
1,-0.80025,-0.78012
1,0.076637,0.66338
2,-1.9836,-0.78135
1,-0.02009,0.33866
3,1.176,-2.1996
1,-0.39766,-0.69114
2,1.2999,1.5373
1,0.062043,0.34609
1,0.085393,0.13923
1,-0.876,-0.26349
1,0.52289,0.32829
3,-2.4822,-1.978
2,1.5527,1.0505
2,-0.73471,-1.6159
1,0.051666,-0.18948
2,0.45864,1.7866
1,0.65121,0.29794
1,-0.42382,-0.60393
1,-0.086122,-0.48118
1,0.5762,-0.28281
2,-0.55865,-1.8807
1,-0.16437,-0.4326
2,1.6824,0.83092
1,-0.092605,0.77641
1,-0.34055,0.42572
1,-0.46394,-0.1133
2,1.378,-0.11122
1,0.089674,0.62774
2,1.5432,1.834
1,0.3383,-0.2234
1,0.33,0.77345
2,1.4254,1.884
1,0.9314,0.42848
1,-0.72694,-0.072958
1,0.19235,0.51036
2,-0.65479,-1.5114
2,-0.81029,0.97698
1,-0.099332,-0.3343
1,-0.52418,-0.99278
1,0.38192,0.95663
3,-4.4336,-1.2239
2,-1.6344,-0.77607
1,0.31018,-0.58296
2,-1.4061,-1.6575
1,0.11129,-0.37076
1,0.36966,0.30148
1,-0.31704,-0.51622
1,-0.62687,-0.73739
1,-0.83917,-0.45881
1,0.3481,0.40807
1,0.37734,-0.11295
1,0.033198,-0.38609
1,0.1054,0.10678
1,-0.18563,0.11909
1,-0.95326,-0.36226
2,1.3179,-0.057192
1,0.95274,0.52732
1,0.020479,0.69675
1,-0.17746,-0.51262
1,-0.49432,-0.38697
2,0.42045,-1.1414
1,-0.20238,-0.32471
1,0.83745,0.22536
1,-0.68221,0.10229
1,0.41819,0.091363
2,1.2125,-0.3437
1,0.15251,-0.5645
1,-0.049159,0.19702
1,0.33794,0.60373
1,0.26996,0.53424
1,0.011377,-0.61799
1,-0.080306,0.31351
1,-0.11368,-0.085416
1,-0.77193,-0.13181
1,0.57642,0.34526
1,-0.39001,-0.21111
1,0.6475,0.41641
1,0.80898,0.32863
1,-0.024785,-0.34282
1,-0.63455,-0.54187
1,-0.51239,-0.7848
1,-0.041999,-0.23415
2,0.13432,1.568
2,-1.0512,-1.4928
1,0.11881,-0.14059
1,-0.76604,0.059772
1,0.10749,-0.77072
1,0.76842,0.18877
2,-1.3536,0.10226
1,0.25448,-0.62264
2,1.7056,0.65309
1,0.71201,-0.017055
3,1.0155,2.5353
1,0.58122,0.38303
1,-0.95729,-0.32616
1,-0.52198,0.21686
1,-0.13877,-0.45374
1,0.90135,0.64886
1,-0.46634,-0.98131
1,0.076655,-0.30319
1,0.14058,0.58033
1,-0.15242,0.38259
1,0.27069,0.19554
1,-0.05721,0.18844
2,-0.99494,0.62766
2,-0.22818,-1.568
1,-0.80161,-0.39243
1,0.38399,-0.60506
1,-0.051764,0.45541
2,1.7117,0.17297
2,-1.0085,-1.7099
1,0.7103,0.50676
2,-0.71329,-1.5514
2,-1.779,-1.4663
1,-0.46636,-0.33735
1,-0.63507,-0.29
1,0.22291,-0.11701
2,1.3311,1.2708
3,2.4992,0.82135
2,-1.1005,-1.8755
1,0.10511,-0.010695
1,0.91326,0.74158
1,0.47738,0.6358
2,-1.8546,-0.88175
1,0.88692,0.22273
1,0.31002,0.71212
1,0.17165,0.80481
1,-0.39903,-0.60032
1,-0.02225,-0.60003
1,-0.49449,0.42405
1,0.41841,0.31057
1,0.2035,0.84857
2,1.7986,1.5742
2,-0.44043,-1.609
1,-0.67706,-0.58166
1,0.9015,0.40239
2,0.29982,1.7106
2,-1.6151,-0.72299
1,0.49338,0.74909
1,-0.31209,-0.83087
3,-0.86571,-2.5501
1,-0.087028,0.66322
1,0.11683,0.40793
1,-0.38535,-0.17253
1,-0.065807,-0.022681
1,0.24987,-0.49084
2,1.2005,1.6893
1,-0.23517,-0.58248
2,1.5397,-0.23612
2,1.8918,0.40706
1,-0.51584,0.061968
1,0.87537,0.53565
3,3.5277,1.6041
1,-0.47298,0.23504
1,0.25144,-0.38124
2,0.75479,1.8896
2,0.39672,1.7553
1,0.12039,-0.57738
1,0.61369,-0.023246
1,0.40891,-0.46931
1,0.26999,0.11249
1,-0.13309,0.16965
1,-0.027169,0.13459
3,-2.5242,-0.64014
1,-0.11576,0.13893
1,-0.46154,-0.25338
2,1.7882,0.20853
1,0.41238,0.65404
1,0.5331,-0.027505
2,1.0665,-0.46107
1,0.085738,-0.79779
2,0.73278,-0.88916
2,1.0731,1.8052
1,0.953,0.64717
1,-0.47399,-0.25013
2,-1.4919,-1.3267
2,-1.6137,-0.96119
2,-1.2985,0.0045717
2,0.68622,1.6017
2,-1.0823,0.36687
1,0.16975,0.42323
1,-0.51644,-0.33445
1,-0.037124,0.80272
1,0.46659,0.68597
1,-0.61079,-0.73344
2,-1.8172,-0.91941
1,0.39081,-0.50221
2,1.8303,0.70038
2,-0.7523,1.1786
2,-1.1057,-1.9446
1,-0.19789,0.096072
1,-0.29404,0.46756
1,-0.96759,-0.60676
2,1.1088,1.6213
2,-1.1627,-1.4633
2,0.52878,-1.1096
1,-0.40344,-0.3387
2,-0.92458,-1.8031
2,1.4852,1.2077
1,-0.25662,-0.10543
3,-2.6906,-2.2209
1,0.26176,-0.53855
1,-0.017043,-0.42667
1,-0.52682,-0.94275
2,-1.1553,0.47195
1,-0.70048,-0.92079
2,-0.90183,0.92666
1,-0.051164,-0.10809
2,-1.2751,0.33664
1,-0.39015,-0.77317
1,0.57256,0.70272
2,1.3531,1.5735
1,0.60222,0.45013
3,-2.0918,-2.2335
1,-0.77586,-0.63951
1,0.11962,0.52877
2,0.047737,-1.3981
2,-1.5015,0.25266
1,0.55271,0.13435
1,0.35825,-0.4173
1,0.23348,-0.52251
1,-0.17632,0.0097857
1,-0.791,-0.01976
2,-1.8002,-0.54746
1,0.32368,-0.18002
1,0.14814,0.91358
1,-0.47658,-0.32944
1,0.25664,0.13186
2,-1.7473,-1.5671
1,0.23186,0.31751
2,-0.23369,-1.4298
1,0.41417,-0.29105
1,-0.58383,0.37043
1,0.60145,0.35865
1,-0.5609,0.37448
2,-0.4489,-1.4659
1,-0.67427,-0.40797
2,0.58878,1.554
1,-0.61014,-0.72266
1,-0.50112,-0.12233
1,-0.38099,-0.68029
2,-1.7695,-1.0276
3,2.6216,1.0908
1,0.80533,0.88751
1,-0.48515,-0.75518
2,-0.32075,-1.5279
1,0.019341,0.21223
1,0.1094,0.38898
1,0.20145,0.3423
1,0.17283,0.18631
1,-0.12108,-0.37973
2,-1.2693,0.4278
1,0.85964,0.41358
1,-0.28571,0.050576
1,-0.91061,-0.81149
2,-0.69026,1.0158
1,0.43688,-0.15199
1,-0.014552,0.68687
2,-1.2973,-1.3464
2,1.8519,0.54455
3,-0.051679,-2.2412
1,-0.60981,-0.15512
2,-1.0357,-1.529
1,0.57154,-0.00093227
2,-1.474,-1.1357
1,-0.053528,0.1265
1,0.16825,0.64253
1,0.11161,-0.39044
1,0.39353,-0.17674
1,-0.57345,0.40928
2,-0.85073,-1.7063
1,0.3738,0.57149
2,-1.3917,-0.10626
1,0.19203,0.55289
1,-0.21331,-0.77307
2,0.054791,1.3306
1,-0.66584,0.018619
2,-0.0023727,1.3382
1,0.1241,-0.2491
1,-0.20109,-0.47806
1,-0.36291,-0.65203
1,-0.5128,-0.74698
1,0.56745,-0.061653
1,0.9451,0.55645
1,0.42318,0.45308
1,0.11759,-0.41189
3,-0.32251,-2.8952
1,-0.45298,0.14259
1,-0.13715,-0.58796
3,-2.6539,-0.87931
3,1.7993,2.4035
1,0.42776,0.1517
2,-1.5613,-0.16265
1,0.57323,0.423
2,0.75893,1.8043
1,-0.30832,0.052415
1,-0.54656,-0.35669
1,-0.097707,0.71699
2,1.5163,0.59762
2,-0.53326,-1.7379
1,-0.41954,-0.9541
2,-1.7357,-1.0799
2,0.40516,1.5564
1,-0.20527,0.39328
2,-1.4168,-0.20641
1,0.79969,-0.011714
2,-1.5663,-1.4451
3,2.4658,0.37711
2,-1.3537,-1.4602
1,0.69248,0.86754
2,-1.0158,-1.6288
1,0.37737,-0.54352
1,0.25428,-0.037297
2,1.6892,0.59041
1,0.21865,0.85995
2,-1.3952,-0.14063
2,-1.7083,-1.4506
1,0.61128,0.7777
1,0.046998,-0.31665
1,-0.13758,0.20205
1,-0.4065,-0.29005
1,-0.50387,-0.87462
1,-0.75505,-0.67543
1,0.095586,-0.57361
1,-0.62638,-0.11739
1,0.27969,-0.022033
2,-0.96353,0.92369
1,0.84719,0.60936
1,-0.0023856,0.30694
3,1.8461,2.5947
1,0.32999,0.43249
2,-1.5985,-0.86902
2,1.6224,1.4977
1,0.74187,0.9299
1,0.63321,0.22387
1,-0.53807,-0.26008
2,-1.3972,-1.4474
2,1.3709,-0.050898
1,-0.51077,0.22313
1,-0.91911,-0.30798
1,0.45919,0.52844
1,-0.14278,-0.53304
1,-0.26239,-0.18054
1,-0.87977,-0.41255
3,2.0101,2.6354
2,1.6048,0.4854
2,-1.5873,-0.59409
1,-0.63876,0.031535
2,0.9447,-0.93611
1,0.63521,0.78736
1,0.073082,0.3966
2,1.5112,0.65705
2,1.9304,0.65437
3,-2.6201,-1.2895
1,-0.27793,0.5757
1,-0.8642,-0.8249
1,-0.59312,0.29396
2,-1.5843,-1.6868
1,0.44767,0.50293
1,0.072443,0.85724
1,-0.28406,-0.54802
1,-0.60631,-0.38422
1,-0.47955,-0.24659
3,-2.4895,-0.44418
1,-0.36761,-0.55196
1,-0.25871,0.62232
1,0.42347,-0.40352
3,0.93525,-1.9561
2,-1.3934,0.52569
1,-0.23529,0.077722
1,-0.39281,-0.16283
1,0.25761,0.81136
1,-0.3189,-0.061597
1,-0.15562,-0.35657
3,-2.6715,-0.44174
1,-0.45753,-0.17298
1,-0.0024888,0.15885
1,0.083038,-0.77267
1,-0.42489,0.45343
1,-0.066055,-0.50014
2,1.7978,0.86277
1,0.57704,0.018284
1,0.79296,0.17716
2,0.47731,-1.0873
1,0.4345,0.71901
2,1.7328,1.0543
1,-0.323,0.010039
1,-0.2017,0.1595
1,-0.88875,-0.24689
3,0.17021,2.3965
2,1.6358,1.2737
1,-0.80946,-0.17601
1,0.16583,0.45435
1,-0.064926,-0.27532
1,0.55902,-0.41508
1,0.5439,0.56725
2,-1.2355,0.45713
2,1.7816,1.0547
2,1.2358,1.7844
2,1.3499,0.034003
1,-0.30685,-0.52333
1,-0.11955,0.27769
3,2.5809,0.9757
1,0.30157,0.64768
1,0.78162,0.24369
2,1.0393,1.5705
1,-0.80795,-0.33803
2,-0.95456,0.8246
3,-0.9708,-2.4833
1,-0.20307,-0.34056
1,0.22729,0.66485
1,0.41424,0.056562
1,-0.60709,-0.12034
1,0.51569,0.66195
1,-0.52151,-0.11073
1,-0.61709,-0.9202
1,-0.22529,-0.13872
2,0.21264,-1.3431
3,-1.5224,-2.725
1,0.19984,-0.27311
1,0.52621,0.047656
1,-0.0046157,-0.24659
1,0.71529,0.38901
1,-0.39735,-0.40365
2,-1.579,-1.7425
1,-0.82873,-0.69786
1,-0.11113,-0.02453
2,-1.1468,0.4586
1,-0.60677,-0.55789
1,0.089342,0.88708
2,1.6169,1.4319
1,0.61326,0.71085
2,-1.3722,-1.5731
1,0.58683,-0.23097
2,-0.020225,-1.3527
2,1.4223,-0.13345
1,0.28406,0.056059
2,0.73526,1.7189
3,0.34374,2.4363
1,0.59638,-0.18179
2,0.23837,1.6651
1,0.62619,0.5427
1,0.37375,-0.34934
3,-3.0853,-0.91865
2,-0.097795,-1.3636
1,-0.35256,0.47142
1,-0.4602,-0.69474
1,-0.42567,-0.53633
1,-0.37953,-0.59557
2,-0.77058,-1.6409
1,-0.63279,-0.055058
1,0.084078,0.81022
1,-0.81232,-0.66606
3,1.1749,-1.373
2,-1.4217,-0.21604
1,0.48178,0.31542
1,0.42846,0.67294
1,-0.024588,0.36111
2,-1.6111,-0.8954
1,0.85404,0.60236
1,0.28744,0.80437
2,-1.5738,-0.82677
1,0.18393,-0.56448
2,1.8577,1.1538
2,0.38324,-1.4472
1,0.25467,-0.43018
1,0.058433,-0.56972
3,-2.3772,-2.9965
2,0.13915,-1.4395
1,-0.47712,-0.95314
3,-3.1366,0.51447
1,-0.61386,-0.44536
2,1.6929,0.90229
1,-0.24197,0.24954
2,0.20242,-1.4615
1,0.73861,-0.029313
2,0.5437,1.6621
1,0.84577,0.28177
1,-0.6012,-0.6856
1,-0.45572,-0.34055
1,0.081164,0.7386
2,-0.64418,-1.8015
3,2.5892,0.6762
1,-0.37231,-0.35493
1,-0.74605,-0.28461
3,-3.4213,-1.227
1,0.29245,0.70605
1,-0.014135,-0.19645
1,-0.34163,0.59268
1,-0.59964,-0.33012
1,-0.60714,0.30853
1,-0.32544,-0.0052908
1,-0.21146,-0.18482
2,0.84493,-0.81303
2,-0.71461,-1.4999
3,-2.5436,-1.2299
1,0.80903,0.5646
1,0.91906,0.40911
1,0.32741,0.82785
1,-0.34982,0.14813
2,-0.89247,0.77284
2,-1.6892,-0.3051
1,-0.15085,-0.88012
1,0.62888,-0.30531
1,-0.6553,-0.13487
2,1.385,0.01744
1,-0.50438,-0.55024
2,-1.8872,-0.64625
1,-0.68356,-0.11306
1,0.12704,-0.29562
1,0.66305,0.70942
2,0.64888,1.7642
1,-0.2855,-0.80114
2,1.4774,-0.40351
2,1.5141,0.63018
1,0.34366,-0.57265
3,-2.3365,-2.1355
1,0.022221,0.040826
1,0.27096,-0.34861
1,0.48698,0.38775
1,-0.28723,-0.25524
2,1.1604,-0.54626
1,0.0049205,-0.49833
1,-0.10483,-0.42723
1,0.22886,0.43327
2,1.836,1.3971
2,0.087276,-1.4019
1,0.87314,0.17102
3,0.88547,-1.9236
2,-0.80785,0.99276
1,-0.47987,-0.1535
1,-0.24292,0.30113
2,-0.76363,-1.7206
2,-1.4488,-1.1576
2,-0.52281,1.006
1,0.22532,0.53487
1,-0.74871,-0.47018
1,0.29845,-0.25944
2,-0.11516,1.4618
1,0.55911,0.45629
2,1.5585,0.70733
1,0.58656,-0.34148
1,-0.53346,-0.79436
1,-0.026818,0.081947
1,0.84084,0.69899
2,0.81031,-0.76943
1,0.41593,0.048513
1,0.63203,0.88128
1,0.31834,0.15995
1,-0.6495,-0.17223
2,-1.5841,-0.55902
1,-0.083981,-0.24912
1,0.35284,-0.41884
2,0.095481,-1.557
1,-0.64521,-0.08954
1,-0.98833,-0.58102
1,0.09365,-0.49331
1,-0.22645,0.13987
1,0.17608,0.1876
1,0.61708,0.53449
1,0.10238,-0.76952
1,-0.055503,-0.087695
1,-0.57696,0.33074
1,-0.39957,0.21017
2,1.6488,0.70675
1,-0.76985,-0.18585
1,0.059444,-0.14859
1,0.067475,0.58614
1,-0.15529,0.23763
2,1.6725,0.54647
1,-0.71796,-0.26092
1,-0.072858,0.30843
2,-0.047155,-1.5839
1,-0.22746,0.17908
2,-0.12362,-1.4175
3,2.2009,-0.70361
2,1.291,-0.14769
1,0.30417,0.41154
1,0.24448,0.50836
1,-0.24477,-0.1683
1,0.48546,0.61083
1,0.095292,0.27035
3,-2.4554,-0.68253
1,0.63027,0.71433
1,0.89593,0.17348
1,0.43544,0.050565
1,0.56161,0.57582
1,0.1281,0.25679
2,-1.4525,-0.026085
1,-0.10162,-0.42056
2,-0.033064,-1.622
1,0.77955,0.68802
1,-0.061534,-0.83689
1,0.0014526,-0.39859
2,0.1951,1.4553
1,0.3755,-0.021668
1,0.21403,-0.12126
1,-0.32168,-0.63239
1,0.60087,0.1568
1,0.36831,0.3477
1,-0.66311,-0.26928
1,-0.0907,-0.19888
1,-0.12194,-0.30095
1,-0.86479,-0.61099
1,-0.15967,0.74355
1,0.64211,0.38971
1,0.46721,-0.39979
1,-0.23889,-0.67555
3,-2.6516,-1.2312
1,0.52905,0.10352
2,-1.2808,0.47179
1,-0.15548,-0.43649
2,-1.2558,-1.3418
1,-0.22418,-0.57329
1,0.085974,-0.52879
3,2.6268,2.4847
2,-0.027649,-1.4538
1,0.025047,0.17758
1,0.91683,0.18303
1,-0.79027,-0.50468
1,0.57087,-0.18214
1,-0.052098,-0.24933
3,1.1034,2.7932
1,-0.17975,-0.029668
1,-0.19287,0.020479
2,-0.44282,1.1074
2,-1.5653,-1.047
1,0.73449,-0.19465
1,0.48077,0.75189
2,-1.8309,-0.71034
1,-0.19225,-0.90385
2,0.49728,1.6116
2,0.28975,1.5357
1,0.65097,-0.29172
1,-0.042981,-0.41551
1,0.69721,-0.2416
1,-0.20166,-0.37288
2,0.7688,-1.1065
1,-0.50537,-0.57153
2,-1.7457,-0.51366
1,0.44595,0.53566
3,-2.6233,-0.39643
1,0.30067,-0.46287
1,0.16309,-0.03204
2,0.86679,1.5915
2,-0.94377,0.54043
1,-0.35211,-0.51807
2,-1.5102,-0.68199
2,-1.6594,-0.4669
1,0.33454,0.60778
1,0.17224,-0.47376
2,1.0493,-0.46545
1,0.67561,-0.21406
2,1.0159,-0.68154
1,-0.44953,-0.60908
1,-0.064961,0.075963
1,-0.84191,-0.78043
1,0.16973,-0.24313
2,0.5159,1.7954
2,0.99047,1.7383
1,0.20499,-0.21046
1,-0.70362,-0.32895
1,-0.28837,-0.12741
1,0.15548,-0.0049583
1,0.78132,0.31827
2,1.8253,0.43289
1,0.67291,0.95531
3,-0.38564,-2.3415
1,-0.45862,-0.061479
2,1.4956,0.61573
1,0.37564,0.16549
1,-0.26005,-0.30589
1,-0.10732,0.36482
1,0.28591,0.18408
1,0.51093,-0.44656
1,0.0085389,-0.85887
3,-1.1085,-3.5237
1,0.097536,0.67828
1,0.076678,0.471
2,1.7061,1.256
1,-0.44212,-0.97223
1,0.52021,-0.10201
2,-0.10667,1.6
1,0.94881,0.72289
1,0.46189,-0.33425
1,0.3961,-0.00031958
1,-0.38358,-0.32164
1,0.81311,0.86855
3,-2.1243,0.30623
2,0.16728,1.6326
1,-0.012817,-0.86272
2,1.2344,1.3822
1,-0.18688,-0.22054
1,0.35773,0.10684
1,-0.47098,-0.092193
1,-0.45435,-0.35505
2,-1.5298,-1.439
2,1.5703,0.25254
1,0.16578,0.67472
2,-0.72626,-1.5961
1,0.062588,0.1681
1,-0.80053,-0.21595
1,0.47221,0.4998
1,-0.5433,0.22587
1,-0.44508,-0.79372
1,0.43538,0.21122
1,0.57916,-0.41531
2,1.7311,0.83089
1,0.47142,0.064593
2,1.8696,0.60119
1,0.13986,-0.25985
1,0.24796,0.39577
1,0.45912,-0.15569
2,-1.5242,-0.24019
2,1.1724,1.9232
1,0.35765,0.72849
1,0.94553,0.51976
3,3.1941,0.37991
1,-0.52901,-0.37533
1,0.69406,0.49408
1,-0.72885,-0.85695
1,0.66363,0.45282
2,0.41963,1.521
1,-0.62714,-0.032265
3,-0.19038,2.8499
1,0.26239,-0.0048903
1,-0.90986,-0.33669
1,0.39954,-0.2758
1,0.1208,-0.48598
1,0.20362,-0.68393
1,-0.53417,-0.26371
1,0.58766,0.83079
1,0.60352,0.70371
1,-0.71229,-0.60771
2,0.6239,1.7425
2,-0.50545,1.1033
1,0.063323,0.37296
1,-0.8809,-0.81788
1,-0.4783,-0.72819
2,-1.3347,-1.3551
1,-0.45138,-0.94315
1,-0.14492,0.43296
2,1.866,0.62001
1,0.17588,0.049129
1,-0.4842,-0.31758
1,-0.92738,-0.41951
1,-0.22239,-0.58086
3,1.0064,2.8906
3,-1.5134,1.2198
1,-0.50376,0.12989
1,0.1799,-0.25214
3,2.5105,1.5062
3,2.9988,0.87506
2,-0.43453,-1.5563
3,-2.9641,-1.2145
2,1.0584,1.6998
1,0.096671,-0.58009
2,-0.81979,1.0454
1,0.38918,0.66402
2,1.6792,1.5484
1,0.32915,-0.10473
2,1.1766,-0.43281
1,0.35928,-0.59609
2,-1.1938,0.48391
2,-1.5939,-0.20845
1,0.38525,0.32433
2,-1.2638,-1.5609
2,-0.74738,1.0507
1,-0.72669,-0.54545
1,0.50201,0.15802
1,-0.47774,0.37652
2,1.8515,0.86494
2,1.5224,1.2527
1,0.0058081,-0.38499
1,-0.1318,-0.53625
2,1.4007,0.22487
1,0.18069,0.041752
1,-0.65657,-0.6104
1,-0.48665,-0.073288
1,0.41544,-0.45709
1,0.11344,-0.17689
1,-0.047278,0.24457
2,1.3701,1.4613
1,-0.090695,-0.097844
2,-1.573,-0.88998
2,-1.024,-1.4738
2,1.8245,1.3603
1,0.049455,0.39095
3,-3.0049,-1.8007
2,1.2503,1.5294
2,-1.4256,-1.2588
2,1.4685,1.0617
2,-1.8138,-1.4975
1,-0.52018,0.06123
2,1.2416,-0.23609
1,-0.37378,-0.78355
2,-1.5583,-1.1087
3,1.1732,2.5592
2,-1.1016,0.47718
2,-1.5369,-1.3966
1,-0.78259,0.072121
1,-0.19234,0.57139
1,-0.72527,-0.90238
1,-0.21105,0.33185
1,-0.51206,0.07312
1,0.76451,0.9152
2,-1.8803,-0.85788
1,-0.87467,-0.28527
1,0.21817,-0.38245
1,0.39818,-0.51888
1,0.75654,0.27509
1,0.53007,0.82742
2,0.93714,-1.0226
1,-0.33796,-0.74755
1,0.60633,0.25834
1,0.18324,-0.51669
1,-0.16603,0.48373
2,1.6586,-0.033646
1,0.86855,0.54167
3,-0.93422,-3.0203
2,0.2724,1.5262
1,-0.78932,0.033042
1,-0.47205,-0.49946
1,-0.601,-0.29186
2,-0.83726,0.83611
1,-0.61672,0.15997
2,-1.5781,-0.12683
2,-0.76394,-1.7517
1,-0.24623,0.51075
1,-0.43228,0.18903
1,0.489,0.28638
2,0.00049872,-1.6737
1,-0.78202,-0.045479
2,1.8068,1.1353
2,-1.5379,0.30544
1,0.58181,0.85078
1,-0.17584,0.21716
1,0.25904,0.79249
3,-2.8627,-2.9141
1,-0.28377,-0.75782
1,0.5066,0.3833
1,0.19747,0.80625
2,0.92846,1.8302
2,-0.54382,-1.75
3,2.4132,0.54816
1,0.70211,0.14541
1,0.19802,0.26874
1,0.28386,0.47019
1,-0.4078,-0.3504
1,0.032461,-0.0081768
1,-0.65692,0.092013
1,-0.45747,-0.3696
2,1.1479,-0.614
1,0.32269,0.40038
1,0.76395,0.7918
1,-0.53698,-0.22361
1,-0.54277,-0.62509
1,0.31467,-0.3404
1,0.15612,-0.75075
1,0.66367,-0.20084
2,1.3196,-0.03605
1,0.74385,0.85677
1,0.37179,0.8199
3,1.9386,2.5333
1,-0.20494,0.38998
2,1.7228,0.5296
1,0.15335,0.11408
2,-0.91972,-1.9097
2,0.55533,1.9123
2,1.0254,1.641
3,-2.5282,-1.7781
1,0.4916,0.28905
1,0.90403,0.55993
2,0.32687,-1.3761
1,-0.26708,-0.033856
2,-1.2331,0.6968
2,1.5537,0.61077
1,0.23542,-0.69546
2,1.7717,0.49995
1,0.72119,-0.19521
2,1.4776,-0.28118
2,1.5324,1.4036
1,0.18644,0.009762
2,-0.2875,-1.4325
1,0.14551,-0.58771
2,-0.45072,1.1468
1,-0.35269,-0.3597
1,-0.32419,0.2092
1,0.79109,0.72789
1,0.42473,0.82647
1,-0.053365,-0.14164
2,-1.2829,0.20784
1,-0.10351,-0.47944
1,-0.52519,-0.55973
1,-0.58199,-0.010688
1,0.14063,-0.42297
3,1.096,2.7311
3,3.0404,1.3434
1,-0.53903,-0.26281
2,0.15181,-1.3825
1,-0.91148,-0.69697
2,1.1975,1.9
1,-0.4806,0.16251
1,-0.10393,0.51933
1,0.70167,0.53385
2,0.13396,1.7143
1,0.54148,-0.27196
2,-1.8013,-1.4005
1,-0.24795,-0.74719
1,-0.16975,0.64315
1,0.0031016,0.3621
2,-1.0577,0.43582
2,0.25189,-1.3417
1,-0.37302,0.21986
1,0.52437,0.46352
1,-0.34089,-0.41048
1,0.42801,0.88106
1,-0.43927,-0.20225
2,1.3391,1.8859
2,-1.7123,-0.57348
1,-0.028757,-0.77713
2,-1.644,-0.15962
2,-1.6636,-1.0374
2,1.3787,-0.33164
1,0.45334,0.26604
1,0.32049,-0.067915
2,-1.5472,-1.6826
1,0.47481,-0.13842
1,0.20914,-0.25045
1,-0.34381,0.11477
1,0.84965,0.22419
3,1.6535,2.8487
1,-0.40857,0.090491
3,2.4609,0.69322
1,0.26836,-0.10675
1,0.18087,0.0096535
1,-0.20612,-0.66062
2,0.42757,-1.3046
2,-1.9011,-0.741
1,-0.3592,0.4333
1,0.010181,0.83341
3,1.7361,2.6486
1,0.24139,0.32552
1,-0.4502,-0.10534
1,0.13065,0.060594
1,0.73052,0.81846
1,0.17811,-0.05994
1,-0.22362,-0.56413
3,0.36656,-2.2089
1,-0.198,-0.6001
2,1.5965,1.8119
1,0.14013,0.37969
1,0.76602,0.32366
1,-0.38397,-0.21304
2,-0.36003,-1.7123
1,0.25091,0.88216
1,-0.11922,0.53984
2,-1.7676,-0.84172
2,0.89028,-0.68348
1,0.89741,0.13236
2,-1.8597,-1.2857
2,0.94786,-0.57144
2,-1.5405,-0.47388
2,1.1447,-0.33408
2,0.96756,1.6083
1,-0.24135,0.5432
1,0.67511,0.16829
1,0.86612,0.083497
2,-0.041715,1.4544
2,0.246,-1.3246
1,0.032268,0.50524
1,0.056704,0.025023
1,-0.057207,-0.62081
1,0.2252,0.88219
3,-1.1218,1.6863
1,0.62829,0.4639
1,-0.30641,-0.80643
1,-0.073036,-0.037528
1,-0.44889,-0.63243
2,-0.98534,-1.7991
1,0.11526,0.26771
1,-0.56365,-0.31036
3,-1.9691,0.80339
2,-0.83814,0.86668
1,-0.47533,-0.076211
2,0.94625,1.596
1,0.055559,0.41249
2,-0.98682,-1.7591
1,-0.54537,-0.41006
2,-1.6139,-0.64471
1,-0.58455,-0.21996
1,-0.13678,-0.093626
1,0.60458,0.63488
1,-0.0054559,-0.5551
1,-0.56804,-0.93041
2,-0.47848,-1.7049
1,0.0096455,-0.25594
1,0.85996,0.67264
1,-0.33967,0.24046
3,-2.0995,-2.9603
1,0.22302,-0.40752
2,-1.4513,-1.2195
2,-1.6666,-0.23234
1,0.3961,-0.23988
2,-1.8688,-0.9693
3,2.7328,1.4793
1,-0.19635,0.65984
2,-1.0268,0.82995
1,0.19409,-0.41293
1,-0.51739,0.15866
1,0.46006,0.90344
1,-0.90201,-0.41923
2,-0.24079,1.3789
2,-1.5946,0.16552
1,-0.71953,-0.64781
1,-0.75468,-0.64323
1,0.68998,0.77368
2,0.86739,1.7481
1,0.86784,0.84027
1,0.45577,-0.14951
1,0.74038,0.73294
2,1.0215,-0.94771
1,0.55841,0.30845
1,-0.21179,-0.59177
1,0.32246,-0.34781
2,1.0787,-0.84066
2,0.69501,1.5476
1,-0.67403,-0.58066
1,-0.068102,-0.583
2,0.62973,-0.91922
2,-1.2122,0.4561
2,1.5464,-0.05157
1,-0.4691,0.07155
2,-1.2504,0.28511
1,0.87303,0.78496
1,0.18944,-0.67092
2,-0.59852,-1.6686
1,-0.33091,-0.9083
1,0.34972,0.95707
1,-0.6576,-0.79383
2,-1.4397,-1.3161
1,-0.017042,0.74587
1,0.32641,-0.015988
1,-0.036637,0.24269
2,-0.50962,-1.5358
1,0.19331,-0.0078816
1,0.48563,0.35995
1,-0.063727,0.094216
1,-0.088656,-0.087347
2,-1.6273,-1.0916
2,-1.5345,-0.32796
2,-1.2483,0.49948
1,-0.38329,0.40063
1,0.16172,-0.57048
2,-1.4335,-1.6546
2,1.6903,0.93308
2,1.4698,0.28265
1,0.74671,0.56734
3,-2.258,0.45291
1,-0.27532,-0.24856
2,-0.28497,1.3616
1,-0.87682,-0.74129
1,0.1584,-0.60246
1,0.59619,0.084073
2,0.20787,1.6018
1,-0.70669,-0.53446
2,1.0683,1.806
1,0.49364,0.31687
2,-1.3426,0.024497
1,-0.63949,-0.3205
1,0.75445,-0.067692
2,-0.37575,-1.4712
